id,adj.P.Val.SCoV2.over.RMRP,Log.P.Value.SCoV2.over.RMRP,logFC.SCoV2.over.RMRP,P.Value.SCoV2.over.RMRP,RMRP rep2 ratio,RMRP rep1 ratio,SCoV2 rep2 ratio,SCoV2 rep1 ratio,accession_number,geneSymbol,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,totalIntensity,entry_name
NP_001017423.1,0.6926039332,2.406919054,-0.215242441,0.574523893,0.442326648,0.029612273,0.222938719,-0.18148468,NP_001017423.1,ALDH18A1,15,15,15,NP_001017423.1|NP_001310342.1|NP_001310346.1|NP_001310341.1|NP_001310347.1|NP_001310348.1,HOMO SAPIENS,19.2,43,43.1,196.46,196.46,1.17E+09, delta-1-pyrroline-5-carboxylate synthase isoform 2 GN=ALDH18A1
NP_001137533.1,0.674540706,2.556262296,-0.219742441,0.5551032504,-0.213673352,-0.280387727,-0.614061281,-0.31948468,NP_001137533.1,COPB1,4,4,4,NP_001137533.1,HOMO SAPIENS,3.8,254,254.1,40.74,40.74,3.71E+07, coatomer subunit beta GN=COPB1
NP_009123.1,0.6815746832,2.491661591,-0.228742441,0.5634220518,0.634326648,-0.100387727,0.169938719,-0.09348468,NP_009123.1,SUPT16H,2,2,2,NP_009123.1,HOMO SAPIENS,1.8,338,338.1,30.49,30.49,2.99E+07, FACT complex subunit SPT16 GN=SUPT16H
NP_004243.1,0.6499036311,2.783778642,-0.233742441,0.5267713369,0.061326648,0.174612273,-0.156061281,-0.07548468,NP_004243.1,SLC9A3R1,4,4,4,NP_004243.1,HOMO SAPIENS,12.2,240,240.1,43.21,43.21,7.81E+07, Na(+)/H(+) exchange regulatory cofactor NHE-RF1 GN=SLC9A3R1
NP_001177925.1,0.6499036311,2.789040482,-0.233742441,0.5261334959,0.055326648,0.028612273,-0.232061281,-0.15148468,NP_001177925.1,ARPC1A,2,2,2,NP_001177925.1|NP_006400.2,HOMO SAPIENS,3.9,571,571.1,16.01,16.01,4.09E+06, actin-related protein 2/3 complex subunit 1A isoform 2 GN=ARPC1A
NP_001032360.1,0.648334502,2.855568206,-0.240242441,0.5181352978,0.206326648,-0.056387727,-0.161061281,-0.16948468,NP_001032360.1,EIF3B,2,2,2,NP_001032360.1|NP_001349721.1,HOMO SAPIENS,2.2,570,570.1,16.05,16.05,2.85E+07, eukaryotic translation initiation factor 3 subunit B isoform 1 GN=EIF3B
NP_000746.2,0.6499036311,2.81637454,-0.240742441,0.5228324638,0.169326648,-0.204387727,-0.162061281,-0.35448468,NP_000746.2,CRAT,3,3,3,NP_000746.2|NP_001244292.1|NP_001333475.1|NP_001333476.1|NP_001333477.1|NP_001333478.1,HOMO SAPIENS,3.8,407,407.1,25.3,25.3,2.20E+07, carnitine O-acetyltransferase isoform 1 GN=CRAT
NP_001672.1,0.6457102591,2.895247529,-0.244742441,0.5134229138,0.408326648,0.057612273,0.014938719,-0.03848468,NP_001672.1,ATP2A2,7,7,7,NP_001672.1|NP_733765.1|NP_004311.1|NP_775293.1|NP_001273004.1,HOMO SAPIENS,7.1,129,129.1,82.54,82.54,3.33E+08, sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform a GN=ATP2A2
NP_001093639.1,0.6499036311,2.793028021,-0.248742441,0.5256506405,0.445326648,-0.267387727,-0.141061281,-0.17848468,NP_001093639.1,IMMT,2,2,2,NP_001093639.1|NP_001093640.1|NP_006830.2,HOMO SAPIENS,2.5,393,393.1,25.85,25.85,1.14E+07, MICOS complex subunit MIC60 isoform 2 GN=IMMT
NP_005338.1,0.6226649072,3.124083899,-0.260242441,0.4870702569,0.296326648,-0.012387727,-0.044061281,-0.19248468,NP_005338.1,HSPA5,12,11,8,NP_005338.1,HOMO SAPIENS,14.3,32,32.2,136.53,85.79,1.37E+09, endoplasmic reticulum chaperone BiP precursor GN=HSPA5
NP_056044.3,0.6427498613,2.930882997,-0.261242441,0.5092273257,0.526326648,-0.013387727,0.268938719,-0.27848468,NP_056044.3,CLUH,2,2,2,NP_056044.3,HOMO SAPIENS,1.6,308,308.1,34.39,34.39,2.14E+09, clustered mitochondria protein homolog GN=CLUH
NP_001307524.1,0.6244004739,3.088198542,-0.261742441,0.4911115475,0.459326648,0.021612273,0.088938719,-0.13148468,NP_001307524.1,DDX5,2,2,2,NP_001307524.1|NP_001307526.1,HOMO SAPIENS,2.9,362,362.1,28.3,28.3,5.17E+07, probable ATP-dependent RNA helicase DDX5 isoform a GN=DDX5
NP_056155.1,0.6206452379,3.146154928,-0.263242441,0.4846012245,0.351326648,0.089612273,0.110938719,-0.19648468,NP_056155.1,LARS2,3,3,3,NP_056155.1,HOMO SAPIENS,3.2,315,315.1,33.57,33.57,3.29E+07," probable leucine--tRNA ligase, mitochondrial GN=LARS2"
NP_005580.1,0.6373268278,2.983416236,-0.264742441,0.5031047022,0.633326648,-0.112387727,0.071938719,-0.08048468,NP_005580.1,ALDH6A1,8,5,5,NP_005580.1|NP_001265522.1|NP_001265523.1,HOMO SAPIENS,7.8,161,161.1,62.13,62.13,9.10E+07," methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial isoform 1 precursor GN=ALDH6A1"
NP_001020365.1,0.674540706,2.551794151,-0.266242441,0.5556746504,0.895326648,-0.314387727,0.211938719,-0.16348468,NP_001020365.1,CES1,3,3,3,NP_001020365.1|NP_001020366.1|NP_001257.4,HOMO SAPIENS,4.9,307,307.1,34.43,34.43,2.53E+07, liver carboxylesterase 1 isoform b precursor GN=CES1
NP_001189431.1,0.6272400711,3.060589377,-0.268242441,0.4942436091,0.597326648,-0.061387727,0.137938719,-0.13848468,NP_001189431.1,NIPSNAP1,7,4,4,NP_001189431.1|NP_003625.2,HOMO SAPIENS,10.9,221,221.1,46.24,46.24,4.35E+08, protein NipSnap homolog 1 isoform 2 GN=NIPSNAP1
NP_001348.2,0.6174098649,3.192825718,-0.271242441,0.4794214137,0.491326648,-0.053387727,0.004938719,-0.10948468,NP_001348.2,DHX9,17,11,11,NP_001348.2,HOMO SAPIENS,8.2,74,74.1,141.5,141.5,3.14E+08, ATP-dependent RNA helicase A GN=DHX9
NP_003356.2,0.6123309515,3.268949246,-0.272742441,0.4710912908,0.432326648,0.044612273,0.073938719,-0.14248468,NP_003356.2,UQCRC1,3,2,2,NP_003356.2,HOMO SAPIENS,3.9,291,291.1,35.75,35.75,6.48E+07," cytochrome b-c1 complex subunit 1, mitochondrial precursor GN=UQCRC1"
NP_001004.2,0.6178486908,3.173743921,-0.273242441,0.481532504,-0.527673352,-0.082387727,-0.810061281,-0.34648468,NP_001004.2,RPS9,3,3,3,NP_001004.2|NP_001308634.1|NP_001308635.1,HOMO SAPIENS,10.8,557,557.1,16.42,16.42,1.70E+07, 40S ribosomal protein S9 isoform a GN=RPS9
NP_001341087.1,0.6178486908,3.177374127,-0.276742441,0.481130166,0.163326648,-0.483387727,-0.281061281,-0.59248468,NP_001341087.1,ACSL3,4,4,4,NP_001341087.1,HOMO SAPIENS,4.7,229,229.1,45.01,45.01,5.98E+07, long-chain-fatty-acid--CoA ligase 3 GN=ACSL3
NP_000911.2,0.6074137905,3.320169929,-0.277742441,0.4655678766,0.427326648,0.003612273,0.062938719,-0.18748468,NP_000911.2,PC,479,75,75,NP_000911.2,HOMO SAPIENS,68,1,1.1,1329.19,1329.19,6.17E+11," pyruvate carboxylase, mitochondrial precursor GN=PC"
NP_001269530.1,0.602966224,3.382579734,-0.278242441,0.4589253276,0.402326648,0.058612273,0.015938719,-0.11148468,NP_001269530.1,PTGES3,2,2,2,NP_001269530.1|NP_001269531.1|NP_001269533.1|NP_001269534.1|NP_006592.3,HOMO SAPIENS,12.2,498,498.1,20.18,20.18,4.00E+07, prostaglandin E synthase 3 isoform b GN=PTGES3
NP_055577.1,0.6020804172,3.456992319,-0.278742441,0.4511290232,0.044326648,-0.029387727,-0.238061281,-0.30448468,NP_055577.1,DHCR24,5,3,3,NP_055577.1,HOMO SAPIENS,4.6,417,417.1,24.76,24.76,1.47E+08, delta(24)-sterol reductase precursor GN=DHCR24
NP_001290362.1,0.60284243,3.443203238,-0.283742441,0.4525636581,0.376326648,-0.036387727,-0.076061281,-0.15148468,NP_001290362.1,FUBP1,5,4,4,NP_001290362.1|NP_003893.2,HOMO SAPIENS,5.1,266,266.1,38.77,38.77,1.20E+08, far upstream element-binding protein 1 isoform 1 GN=FUBP1
NP_001091674.1,0.602966224,3.418760351,-0.285742441,0.4551179504,0.387326648,0.067612273,0.152938719,-0.26948468,NP_001091674.1,HNRNPF,7,9,7,NP_001091674.1,HOMO SAPIENS,28.6,56,56.2,150.18,106.45,2.93E+08, heterogeneous nuclear ribonucleoprotein F GN=HNRNPF
NP_001014763.1,0.602966224,3.361753367,-0.289742441,0.4611313655,0.620326648,-0.077387727,0.065938719,-0.10248468,NP_001014763.1,ETFB,6,5,5,NP_001014763.1|NP_001976.1|Q2TBV3,HOMO SAPIENS,14.1,169,169.1,60.88,60.88,2.94E+08, electron transfer flavoprotein subunit beta isoform 2 GN=ETFB
NP_000117.1,0.5827383404,3.63214472,-0.297742441,0.4332968463,0.430326648,0.035612273,0.058938719,-0.18848468,NP_000117.1,ETFA,16,10,10,NP_000117.1|NP_001121188.1|F1MWR3|Q2KJE4,HOMO SAPIENS,36.3,69,69.1,145.7,145.7,5.35E+08," electron transfer flavoprotein subunit alpha, mitochondrial isoform a GN=ETFA"
NP_001317919.1,0.5846156361,3.609816522,-0.301242441,0.4355302733,0.538326648,-0.021387727,-0.145061281,0.05951532,NP_001317919.1,DHX30,5,4,4,NP_001317919.1|NP_055781.2|NP_619520.1,HOMO SAPIENS,2.9,179,179.1,56.79,56.79,4.87E+07, putative ATP-dependent RNA helicase DHX30 isoform 4 GN=DHX30
NP_001287789.1,0.5683025979,3.766260797,-0.305742441,0.4201205451,0.466326648,0.024612273,-0.047061281,-0.07348468,NP_001287789.1,DDX46,3,3,3,NP_001287789.1|NP_055644.2,HOMO SAPIENS,3.6,296,296.1,35.42,35.42,3.55E+07, probable ATP-dependent RNA helicase DDX46 isoform 1 GN=DDX46
NP_001096137.1,0.5539745507,3.919447085,-0.313242441,0.4055601654,-0.037673352,0.260612273,-0.308061281,-0.09548468,NP_001096137.1,PSMA4,3,3,3,NP_001096137.1|NP_001317602.1,HOMO SAPIENS,9.1,430,430.1,23.96,23.96,6.28E+07, proteasome subunit alpha type-4 isoform 1 GN=PSMA4
NP_001180343.1,0.5550263696,3.902718445,-0.319742441,0.4071253599,0.406326648,0.015612273,0.101938719,-0.31948468,NP_001180343.1,TUBA8,1,6,1,NP_001180343.1|NP_061816.1,HOMO SAPIENS,18.2,37,37.3,93.27,4.74,2.43E+07, tubulin alpha-8 chain isoform 2 GN=TUBA8
NP_000894.1,0.5398705877,4.11614461,-0.320742441,0.3876015802,-0.019673352,0.042612273,-0.260061281,-0.35848468,NP_000894.1,NQO1,2,2,2,NP_000894.1|NP_001020604.1|NP_001020605.1|NP_001273066.1,HOMO SAPIENS,6.9,403,403.1,25.48,25.48,1.24E+08, NAD(P)H dehydrogenase [quinone] 1 isoform a GN=NQO1
NP_001307451.1,0.5398705877,4.108620378,-0.322242441,0.3882736892,0.058326648,-0.174387727,-0.338061281,-0.42248468,NP_001307451.1,DDX19A,3,3,3,NP_001307451.1|NP_060802.1|NP_001014449.1|NP_001014451.1|NP_001244101.1|NP_001244104.1|NP_001307454.1|NP_001307455.1|NP_001307456.1|NP_001350867.1|NP_009173.1,HOMO SAPIENS,6,399,399.1,25.65,25.65,1.49E+07, ATP-dependent RNA helicase DDX19A isoform 2 GN=DDX19A
NP_001231867.1,0.5480306534,4.009000549,-0.322742441,0.3972829665,-0.015673352,0.137612273,-0.489061281,-0.03448468,NP_001231867.1,TXN,7,4,4,NP_001231867.1|NP_003320.2,HOMO SAPIENS,38.8,192,192.1,53.41,53.41,1.08E+08, thioredoxin isoform 2 GN=TXN
NP_004270.2,0.532727327,4.236234986,-0.334242441,0.3770305151,0.432326648,0.044612273,-0.049061281,-0.14248468,NP_004270.2,PMPCB,3,2,2,NP_004270.2,HOMO SAPIENS,3.4,312,312.1,33.85,33.85,1.39E+08, mitochondrial-processing peptidase subunit beta precursor GN=PMPCB
NP_001281261.1,0.5461653598,4.032398927,-0.335742441,0.3951482904,0.595326648,-0.085387727,0.043938719,-0.20548468,NP_001281261.1,SDHA,9,6,6,NP_001281261.1|NP_001317687.1|NP_004159.2,HOMO SAPIENS,9.2,131,131.1,77.77,77.77,2.21E+08," succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial isoform 2 GN=SDHA"
NP_000174.1,0.5712377082,3.72823661,-0.335742441,0.4238150151,0.752326648,-0.180387727,0.195938719,-0.29548468,NP_000174.1,HADHB,3,3,3,NP_000174.1|NP_001268441.1|NP_001268442.1,HOMO SAPIENS,6.1,233,233.1,44.53,44.53,9.91E+07," trifunctional enzyme subunit beta, mitochondrial isoform 1 precursor GN=HADHB"
NP_003312.3,0.5345866022,4.212321534,-0.337242441,0.3791122752,0.449326648,0.019612273,0.041938719,-0.24748468,NP_003312.3,TUFM,24,14,14,NP_003312.3,HOMO SAPIENS,33.1,38,38.1,214.27,214.27,4.64E+09," elongation factor Tu, mitochondrial precursor GN=TUFM"
NP_002347.5,0.5127806699,4.50876739,-0.349742441,0.3540978265,0.391326648,0.067612273,-0.044061281,-0.19648468,NP_002347.5,MARCKS,3,3,3,NP_002347.5,HOMO SAPIENS,15.6,412,412.1,25.03,25.03,1.39E+07, myristoylated alanine-rich C-kinase substrate GN=MARCKS
NP_003086.1,0.5164886564,4.46658523,-0.349742441,0.3575538651,0.385326648,0.003612273,-0.053061281,-0.25748468,NP_003086.1,SNRPF,2,2,2,NP_003086.1,HOMO SAPIENS,23.2,455,455.1,22.55,22.55,3.64E+07, small nuclear ribonucleoprotein F GN=SNRPF
NP_003676.2,0.5095225888,4.554507428,-0.350742441,0.3503880267,0.360326648,0.083612273,-0.076061281,-0.18148468,NP_003676.2,KHSRP,11,9,9,NP_003676.2,HOMO SAPIENS,11.1,85,85.1,119.41,119.41,2.58E+08, far upstream element-binding protein 2 GN=KHSRP
NP_612510.1,0.5200659829,4.402680136,-0.350742441,0.3628540597,0.203326648,-0.100387727,-0.069061281,-0.52948468,NP_612510.1,TECR,3,3,3,NP_612510.1,HOMO SAPIENS,7.7,493,493.1,20.59,20.59,8.60E+07, very-long-chain enoyl-CoA reductase isoform 1 GN=TECR
NP_054768.2,0.529478812,4.280417341,-0.353242441,0.3732142916,0.646326648,-0.096387727,-0.045061281,-0.11148468,NP_054768.2,ACAD9,2,2,2,NP_054768.2,HOMO SAPIENS,5.3,606,606.1,14.95,14.95,3.18E+07," acyl-CoA dehydrogenase family member 9, mitochondrial GN=ACAD9"
NP_001317103.1,0.4998075555,4.67445653,-0.358742441,0.3408429748,0.344326648,0.093612273,-0.242061281,-0.03748468,NP_001317103.1,ACADSB,3,3,3,NP_001317103.1|NP_001600.1,HOMO SAPIENS,8.7,380,380.1,27.08,27.08,2.11E+07," short/branched chain specific acyl-CoA dehydrogenase, mitochondrial isoform 2 GN=ACADSB"
NP_001631.3,0.5100111233,4.541306981,-0.363242441,0.3514546566,-0.529673352,0.084612273,-0.522061281,-0.64948468,NP_001631.3,APEH,2,2,2,NP_001631.3,HOMO SAPIENS,2.8,440,440.1,23.56,23.56,4.77E+07, acylamino-acid-releasing enzyme GN=APEH
NP_000916.2,0.528853158,4.294388285,-0.368242441,0.3720156169,0.677326648,-0.120387727,0.173938719,-0.35348468,NP_000916.2,PDHB,3,3,3,NP_000916.2|NP_001166939.1|NP_001302465.1,HOMO SAPIENS,9.7,322,322.1,31.99,31.99,2.89E+07," pyruvate dehydrogenase E1 component subunit beta, mitochondrial isoform 1 precursor GN=PDHB"
NP_001269633.1,0.4890616894,4.778673889,-0.376242441,0.3327611458,0.273326648,-0.063387727,-0.516061281,-0.02648468,NP_001269633.1,PDIA6,2,2,2,NP_001269633.1|NP_001269634.1|NP_001269635.1|NP_001269636.1|NP_005733.1,HOMO SAPIENS,3.2,421,421.1,24.59,24.59,5.24E+07, protein disulfide-isomerase A6 isoform a GN=PDIA6
NP_006342.2,0.5057768193,4.595609883,-0.379242441,0.3470875307,0.693326648,-0.137387727,-0.087061281,-0.11548468,NP_006342.2,TIMM44,2,2,2,NP_006342.2,HOMO SAPIENS,3.3,439,439.1,23.84,23.84,2.27E+07, mitochondrial import inner membrane translocase subunit TIM44 GN=TIMM44
NP_002148.1,0.4648407595,5.1003324,-0.380742441,0.3090058917,0.258326648,0.099612273,-0.146061281,-0.25748468,NP_002148.1,HSPE1,4,4,4,NP_002148.1|NP_001189414.1,HOMO SAPIENS,39.2,200,200.1,50.77,50.77,1.67E+08," 10 kDa heat shock protein, mitochondrial GN=HSPE1"
NP_003841.1,0.4691460763,5.013744914,-0.388742441,0.3152285241,0.513326648,-0.005387727,-0.030061281,-0.23948468,NP_003841.1,SUCLA2,4,3,3,NP_003841.1,HOMO SAPIENS,5.8,249,249.1,41.21,41.21,6.51E+08," succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial precursor GN=SUCLA2"
NP_002323.2,0.5650064211,3.799948101,-0.391742441,0.4168743651,0.388326648,-0.371387727,-0.968061281,0.20151532,NP_002323.2,LRP1,3,3,3,NP_002323.2,HOMO SAPIENS,0.5,335,335.1,30.8,30.8,3.80E+09, prolow-density lipoprotein receptor-related protein 1 preproprotein GN=LRP1
NP_000099.2,0.456234293,5.209665712,-0.395742441,0.3013237952,0.477326648,0.017612273,-0.176061281,-0.12048468,NP_000099.2,DLD,6,4,4,NP_000099.2|NP_001276680.1|NP_001276679.1,HOMO SAPIENS,6,275,275.1,37.55,37.55,1.70E+08," dihydrolipoyl dehydrogenase, mitochondrial isoform 1 precursor GN=DLD"
NP_000909.2,0.4632610142,5.133876934,-0.398242441,0.3066283504,0.528326648,-0.065387727,-0.213061281,-0.12048468,NP_000909.2,P4HB,15,10,10,NP_000909.2|A6H7J6|P05307,HOMO SAPIENS,18.8,90,90.1,114.63,114.63,4.62E+08, protein disulfide-isomerase precursor GN=P4HB
NP_000010.1,0.4476496017,5.331132145,-0.412242441,0.2930129302,0.470326648,-0.144387727,-0.165061281,-0.33348468,NP_000010.1,ACAT1,6,5,5,NP_000010.1,HOMO SAPIENS,11,133,133.1,75.08,75.08,1.06E+08," acetyl-CoA acetyltransferase, mitochondrial precursor GN=ACAT1"
NP_001229696.1,0.4348486896,5.546644328,-0.414242441,0.2788274759,0.444326648,0.037612273,-0.092061281,-0.25448468,NP_001229696.1,MTHFD1L,4,3,3,NP_001229696.1|NP_001229697.1|NP_001337415.1|NP_001337416.1|NP_001337421.1|NP_056255.2|NP_001337419.1,HOMO SAPIENS,2.8,285,285.1,36.39,36.39,2.90E+07," monofunctional C1-tetrahydrofolate synthase, mitochondrial isoform 1 precursor GN=MTHFD1L"
NP_001677.2,0.4691460763,5.019891203,-0.414742441,0.3147827171,0.640326648,-0.121387727,0.118938719,-0.42948468,NP_001677.2,ATP5F1B,13,10,10,NP_001677.2,HOMO SAPIENS,23.8,66,66.1,150.6,150.6,9.58E+08," ATP synthase subunit beta, mitochondrial precursor GN=ATP5F1B"
NP_001389.2,0.4270216068,5.660226021,-0.416242441,0.27162979,0.294326648,0.118612273,-0.346061281,-0.07348468,NP_001389.2,ECH1,2,2,2,NP_001389.2,HOMO SAPIENS,5.4,325,325.1,31.41,31.41,9.60E+06," delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial precursor GN=ECH1"
NP_001020376.1,0.4348486896,5.51340715,-0.418742441,0.2809695688,0.363326648,-0.201387727,-0.335061281,-0.34048468,NP_001020376.1,AP2M1,4,4,4,NP_001020376.1|NP_004059.2|NP_001298127.1,HOMO SAPIENS,7.1,435,435.1,23.87,23.87,1.53E+07, AP-2 complex subunit mu isoform b GN=AP2M1
NP_001001937.1,0.4385501758,5.466976983,-0.424742441,0.2839895121,0.562326648,-0.050387727,0.004938719,-0.34248468,NP_001001937.1,ATP5F1A,17,12,12,NP_001001937.1|NP_001244263.1|NP_001001935.1,HOMO SAPIENS,21.1,82,82.1,127.25,127.25,9.82E+08," ATP synthase subunit alpha, mitochondrial isoform a precursor GN=ATP5F1A"
NP_001308962.1,0.4201614438,5.779747056,-0.430242441,0.2642562662,0.494326648,0.004612273,-0.155061281,-0.20648468,NP_001308962.1,ACTN4,4,4,4,NP_001308962.1|NP_004915.2,HOMO SAPIENS,4.1,230,230.1,44.99,44.99,1.12E+08, alpha-actinin-4 isoform 2 GN=ACTN4
NP_060592.2,0.4162971845,5.839705119,-0.432742441,0.2606330511,0.486326648,0.012612273,-0.171061281,-0.19548468,NP_060592.2,DARS2,7,3,3,NP_060592.2|NP_001139021.1|NP_110437.2|NP_001337441.1|NP_001337442.1|NP_001337443.1|NP_061895.3,HOMO SAPIENS,3.1,427,427.1,24.14,24.14,2.23E+08," aspartate--tRNA ligase, mitochondrial GN=DARS2"
NP_001273651.1,0.4442464544,5.382200557,-0.434242441,0.2895875884,0.677326648,-0.219387727,-0.194061281,-0.21648468,NP_001273651.1,FAM120A,3,3,3,NP_001273651.1|NP_055427.2|NP_001273652.1|NP_001273653.1,HOMO SAPIENS,2.8,387,387.1,26.42,26.42,1.24E+07, constitutive coactivator of PPAR-gamma-like protein 1 isoform b GN=FAM120A
NP_001003810.1,0.4287610423,5.632800936,-0.435242441,0.2733505213,0.555326648,-0.032387727,0.027938719,-0.37548468,NP_001003810.1,HNRNPD,3,3,2,NP_001003810.1|NP_002129.2|NP_112737.1|NP_112738.1,HOMO SAPIENS,10.8,225,225.2,45.57,35.48,9.90E+07, heterogeneous nuclear ribonucleoprotein D0 isoform d GN=HNRNPD
NP_004068.2,0.4201614438,5.787354145,-0.438742441,0.2637938009,0.512326648,-0.004387727,-0.004061281,-0.36548468,NP_004068.2,CS,3,3,3,NP_004068.2,HOMO SAPIENS,5.5,320,320.1,32.81,32.81,1.03E+08," citrate synthase, mitochondrial precursor GN=CS"
NP_006487.1,0.4419354031,5.423984266,-0.442742441,0.2868148103,-0.527673352,0.210612273,-0.912061281,-0.29048468,NP_006487.1,GNAI3,2,2,2,NP_006487.1,HOMO SAPIENS,5.9,529,529.1,17.98,17.98,1.26E+08, guanine nucleotide-binding protein G(k) subunit alpha GN=GNAI3
NP_001914.3,0.4264017459,5.676327221,-0.447242441,0.2706246038,0.607326648,-0.068387727,0.067938719,-0.42348468,NP_001914.3,DDB1,3,2,2,NP_001914.3,HOMO SAPIENS,1.4,445,445.1,23.21,23.21,3.77E+07, DNA damage-binding protein 1 GN=DDB1
NP_001123910.1,0.3957416501,6.252673806,-0.456242441,0.2369914179,0.293326648,-0.092387727,-0.498061281,-0.21348468,NP_001123910.1,SPTAN1,2,2,2,NP_001123910.1|NP_001182461.1|NP_001350688.1|NP_001350694.1|NP_003118.2,HOMO SAPIENS,0.7,510,510.1,19.15,19.15,1.05E+07," spectrin alpha chain, non-erythrocytic 1 isoform 1 GN=SPTAN1"
NP_001181883.1,0.4062929713,6.025588211,-0.461742441,0.2497130153,0.397326648,-0.359387727,-0.435061281,-0.45048468,NP_001181883.1,MATR3,2,2,2,NP_001181883.1|NP_001181885.1|NP_001269207.1,HOMO SAPIENS,3.3,481,481.1,21.21,21.21,3.27E+06, matrin-3 isoform a GN=MATR3
NP_076956.1,0.3915641339,6.326513509,-0.464242441,0.2329960986,-0.242673352,0.067612273,-0.777061281,-0.32648468,NP_076956.1,GGCT,2,2,2,NP_076956.1|NP_001186746.1|NP_001186744.1|NP_001186745.1,HOMO SAPIENS,10.1,305,305.1,34.54,34.54,4.19E+07, gamma-glutamylcyclotransferase isoform 1 GN=GGCT
NP_005800.3,0.3882971706,6.472361735,-0.465242441,0.2253013669,-0.317673352,0.065612273,-0.508061281,-0.67448468,NP_005800.3,PRDX2,5,5,4,NP_005800.3,HOMO SAPIENS,22.2,77,77.2,71.43,51.56,1.46E+08, peroxiredoxin-2 GN=PRDX2
NP_001259002.1,0.3915641339,6.319591871,-0.469742441,0.2333677359,0.464326648,-0.168387727,-0.358061281,-0.28548468,NP_001259002.1,QARS,2,2,2,NP_001259002.1|NP_005042.1,HOMO SAPIENS,2.6,377,377.1,27.51,27.51,1.17E+07, glutamine--tRNA ligase isoform b GN=QARS
NP_001055.1,0.3913823169,6.41539744,-0.470242441,0.2282760011,0.328326648,-0.150387727,-0.530061281,-0.23248468,NP_001055.1,TKT,6,5,5,NP_001055.1|NP_001244957.1,HOMO SAPIENS,6,153,153.1,63.97,63.97,1.56E+08, transketolase isoform 1 GN=TKT
NP_001070908.1,0.3915641339,6.356562303,-0.471242441,0.231389565,0.506326648,-0.052387727,-0.388061281,-0.10048468,NP_001070908.1,BCLAF1,7,5,5,NP_001070908.1|NP_001287967.1|NP_001350588.1|NP_055554.1|NP_001070909.1,HOMO SAPIENS,6,178,178.1,57.51,57.51,3.36E+08, bcl-2-associated transcription factor 1 isoform 2 GN=BCLAF1
NP_000265.1,0.4021608351,6.109816192,-0.475242441,0.2449166897,0.658326648,-0.106387727,-0.004061281,-0.39448468,NP_000265.1,OAT,4,3,3,NP_000265.1|NP_001309900.1|NP_001165285.1|NP_001309903.1,HOMO SAPIENS,7.2,263,263.1,38.99,38.99,9.06E+07," ornithine aminotransferase, mitochondrial isoform 1 precursor GN=OAT"
NP_001089.1,0.4021608351,6.090277736,-0.479742441,0.2460210266,0.655326648,-0.185387727,-0.057061281,-0.43248468,NP_001089.1,ACO2,10,7,7,NP_001089.1,HOMO SAPIENS,8.7,124,124.1,84.74,84.74,2.96E+08," aconitate hydratase, mitochondrial precursor GN=ACO2"
NP_001257412.1,0.3759664672,6.684941399,-0.482242441,0.2145388064,0.429326648,-0.040387727,-0.180061281,-0.39548468,NP_001257412.1,TST,5,4,4,NP_001257412.1,HOMO SAPIENS,8.4,337,337.1,30.59,30.59,5.22E+08, thiosulfate sulfurtransferase GN=TST
NP_002643.1,0.730455688,2.086740665,-0.482742441,0.6184803891,-1.496673352,0.369612273,-1.634061281,-0.45848468,NP_002643.1,PIP,3,2,2,NP_002643.1,HOMO SAPIENS,17.8,297,297.1,35.4,35.4,1.48E+08, prolactin-inducible protein precursor GN=PIP
NP_000628.2,0.3733541886,6.762381729,-0.483242441,0.2107472067,0.370326648,-0.057387727,-0.241061281,-0.41248468,NP_000628.2,GSR,2,2,2,NP_000628.2|NP_001182031.1|NP_001182032.1|NP_001182033.1,HOMO SAPIENS,2.6,653,653.1,13.58,13.58,3.98E+07," glutathione reductase, mitochondrial isoform 1 precursor GN=GSR"
NP_001289889.1,0.3759664672,6.685608116,-0.484242441,0.2145058735,0.457326648,-0.086387727,-0.263061281,-0.33448468,NP_001289889.1,AIP,2,2,2,NP_001289889.1|NP_003968.3|NP_001289888.1,HOMO SAPIENS,9.1,295,295.1,35.48,35.48,2.44E+07, AH receptor-interacting protein isoform 3 GN=AIP
NP_004083.3,0.3841451962,6.562156433,-0.484742441,0.2206908649,0.555326648,-0.067387727,-0.139061281,-0.34248468,NP_004083.3,ECHS1,9,6,6,NP_004083.3,HOMO SAPIENS,24.4,144,144.1,69.84,69.84,1.50E+08," enoyl-CoA hydratase, mitochondrial GN=ECHS1"
